aphiaidaccepted;scientificnameaccepted;trait;phylum;scientificnameauthorship
112341;Reophax;foram;Foraminifera;Montfort, 1808
114016;Reophax scorpiurus;foram;Foraminifera;Montfort, 1808
735379;Reussella szajnochae;foram;Foraminifera;(Grzybowski, 1896)
465894;Reussoolina;foram;Foraminifera;Colom, 1956
760034;Reussoolina apiculata;foram;Foraminifera;(Reuss, 1851)
112315;Rhabdammina;foram;Foraminifera;Sars in Carpenter, 1869
113898;Rhabdammina abyssorum;foram;Foraminifera;Sars in Carpenter, 1869
292925;Rhabdoaskenasia;not;Ciliophora;Krainer & Foissner, 1990
603344;Rhabdolithes;phy;Haptophyta;O.Schmidt, 1870
626382;Rhabdolithes claviger;phytoplankton;Haptophyta;(G.Murray & Blackman) Voeltzkow, 1902
157072;Rhabdonema;phytoplankton;Ochrophyta;F.T. K¸tzing, 1844
157076;Rhabdonema arcuatum;phy;Ochrophyta;(Lyngbye) K¸tzing, 1844
149065;Rhaphoneis;phytoplankton;Ochrophyta;C.G. Ehrenberg, 1844
149066;Rhaphoneis amphiceros;phy;Ochrophyta;(Ehrenberg) Ehrenberg, 1844
611858;Rhaphoneis minutissima;phy;Ochrophyta;Hustedt, 1939
113906;Rhizammina algaeformis;foram;Foraminifera;Brady, 1879
376060;Rhizochloris mirabilis;phy;Ochrophyta;Pascher, 1917
143997;Rhizoclonium;not;Chlorophyta;K¸tzing, 1843
240486;Rhizoclonium hieroglyphicum;not;Chlorophyta;(C.Agardh) K¸tzing, 1845
145075;Rhizoclonium riparium;not;Chlorophyta;(Roth) Harvey, 1849
145076;Rhizoclonium tortuosum;not;Chlorophyta;(Dillwyn) K¸tzing, 1845
118025;Rhizomonas;not;NA;W.S.Kent, 1880
149069;Rhizosolenia;phytoplankton;Ochrophyta;T. Brightwell, 1858
196805;Rhizosolenia acuminata;phytoplankton;Ochrophyta;(H.Peragallo) H.Peragallo, 1907
196808;Rhizosolenia alata f. curvirostris;phytoplankton;Ochrophyta;Gran, 1900
196811;Rhizosolenia bergonii;phytoplankton;Ochrophyta;H.Peragallo, 1892
163346;Rhizosolenia calcar-avis;phytoplankton;Ochrophyta;Schultze, 1858
341502;Rhizosolenia chunii;phy;Ochrophyta;Karsten, 1905
163242;Rhizosolenia cylindrus;phytoplankton;Ochrophyta;Cleve, 1897
149114;Rhizosolenia delicatula;phytoplankton;Ochrophyta;Cleve, 1900
156644;Rhizosolenia faeroensis;phy;Ochrophyta;Ostenfeld, 1903
160530;Rhizosolenia flaccida;phytoplankton;Ochrophyta;Castracane, 1886
985165;Rhizosolenia fragilissima f. fragilissima;phytoplankton;Ochrophyta;Bergon, 1903
968805;Rhizosolenia fragillissima;phytoplankton;Ochrophyta;NA
156645;Rhizosolenia gracillima;phy;Ochrophyta;Cleve, 1881
149070;Rhizosolenia hebetata;phytoplankton;Ochrophyta;Bailey, 1856
196794;Rhizosolenia hebetata f. hiemalis;phytoplankton;Ochrophyta;Gran, 1904
149116;Rhizosolenia imbricata;phytoplankton;Ochrophyta;Brightwell, 1858
231887;Rhizosolenia indica;phytoplankton;Ochrophyta;H.Peragallo, 1892
149287;Rhizosolenia minima;phytoplankton;Ochrophyta;Levander, 1904
573582;Rhizosolenia phuketensis;phytoplankton;Ochrophyta;B.G.Sundstrˆm, 1980
149117;Rhizosolenia pungens;phytoplankton;Ochrophyta;Cleve-Euler, 1937
149311;Rhizosolenia robusta;phytoplankton;Ochrophyta;G.Norman ex Ralfs, 1861
978230;Rhizosolenia robusta var. robusta;phytoplankton;Ochrophyta;Norman ex Ralfs in Pritchard, 1861
163348;Rhizosolenia semispina;phytoplankton;Ochrophyta;Hensen, 1887
149115;Rhizosolenia setigera;phy;Ochrophyta;Brightwell, 1858
547544;Rhizosolenia setigera f. pungens;phy;Ochrophyta;(Cleve-Euler) Brunel, 1962
149165;Rhizosolenia shrubsolei;phytoplankton;Ochrophyta;Cleve, 1881
160531;Rhizosolenia similoides;phytoplankton;Ochrophyta;Cleve-Euler, 1951
149224;Rhizosolenia stolterfothii;phytoplankton;Ochrophyta;H.Peragallo, 1888
149629;Rhizosolenia styliformis;phytoplankton;Ochrophyta;T.Brightwell, 1858
573590;Rhizosolenia truncata;phytoplankton;Ochrophyta;G.Karsten, 1905
106289;Rhodomonas;phytoplankton;Cryptophyta;G. Karsten, 1898
106313;Rhodomonas baltica;phytoplankton;Cryptophyta;Karsten, 1898
248151;Rhodomonas lacustris;phy;Cryptophyta;Pascher & Ruttner, 1913
248152;Rhodomonas lacustris var. nannoplanctica;phy;Cryptophyta;(Skuja) Javornicky, 1976
248153;Rhodomonas lens;phy;Cryptophyta;Pascher & Ruttner, 1913
106314;Rhodomonas marina;phytoplankton;Cryptophyta;(P.A.Dangeard) Lemmermann, 1899
648841;Rhodomonas pygmaea;phy;Cryptophyta;P.Javornick, 1976
106316;Rhodomonas salina;phytoplankton;Cryptophyta;(Wislouch) D.R.A.Hill & R.Wetherbee, 1989
175794;Rhoicosphenia abbreviata;phy;Ochrophyta;(C.Agardh) Lange-Bertalot, 1980
146182;Rhynchobodo;not;NA;V¯rs, 1992
146161;Rhynchomonas;phy;Euglenozoa;Klebs, 1892
146163;Rhynchomonas nasuta;phy;Euglenozoa;(Stokes) Klebs, 1892
146178;Rhynchopus;phy;Euglenozoa;Skuja, 1948
146180;Rhynchopus coscinodiscivorus;phy;Euglenozoa;E.Schnepf
595200;Rimostrombidium sphaericum;not;Ciliophora;(Lynn & Montagnes, 1988) Petz & Foissner, 1992
112259;Robertina;foram;Foraminifera;d'Orbigny, 1846
177595;Romeria;cyano;Cyanobacteria;Koczwara, 1932
113182;Rosalina williamsoni;foram;Foraminifera;(Chapman & Parr, 1932)
110126;Roscoffia capitata;phy;Myzozoa;Balech, 1956
907207;Rotamorphina involuta;foram;Foraminifera;Parker, 1958
376497;Ruthnielsenia tenuis;not;Chlorophyta;(Kylin) C.J.O'Kelly, B.Wynsor & W.K.Bellows, 2004
836862;Ruttnera lamellosa;phy;Haptophyta;(P.L.Anand) R.A.Andersen, J.I.Kim, Tittley & H.S.Yoon, 2014
109531;Sabulodinium;phy;Myzozoa;R.D.Saunders & J.D.Dodge, 1984
110127;Sabulodinium undulatum;phy;Myzozoa;R.D.Saunders & J.D.Dodge, 1984
112373;Saccammina;foram;Foraminifera;Sars in Carpenter, 1869
234483;Saccharina latissima;not;Ochrophyta;(Linnaeus) C.E.Lane, C.Mayes, Druehl & G.W.Saunders, 2006
376877;Saccharina longicruris;not;Ochrophyta;(Bachelot de la Pylaie) Kuntze, 1891
145735;Saccorhiza polyschides;not;Ochrophyta;(Lightfoot) Batters, 1902
113974;Saccorhiza ramosa;foram;Foraminifera;(Brady, 1879)
183566;Salpingella;not;Ciliophora;Jˆrgensen, 1924
417228;Salpingella acuminata;not;Ciliophora;(ClaparËde & Lachmann, 1858) Jˆrgensen, 1924
425635;Salpingelloides;not;Ciliophora;Campbell, 1942
105541;Salpingoeca;not;Choanozoa;H.J.Clark, 1866
112288;Saracenaria;foram;Foraminifera;Defrance, 1824
902557;Saracenaria erlita;foram;Foraminifera;Ludbrook, 1966
735022;Saracenaria triangularis;foram;Foraminifera;(d'Orbigny, 1840)
375975;Sarcinochrysis marina;phy;Ochrophyta;Geitler, 1930
494791;Sargassum muticum;not;Ochrophyta;(Yendo) Fensholt, 1955
211947;Sargassum notarisii;not;Ochrophyta;Zanardini, 1858
295866;Sauvageaugloia divaricata;not;Ochrophyta;(Clemente) Cremades, 1990
160602;Scenedesmus;phy;Chlorophyta;Meyen, 1829
375953;Scherffelia dubia;phy;Chlorophyta;(Perty) Pascher, 1912
114021;Scherochorella moniliformis;foram;Foraminifera;(Siddall, 1886)
146655;Schizothrix;cyano;Cyanobacteria;K¸tzing ex Gomont, 1892
732868;Schmidingerella serrata;not;Ciliophora;(Mˆbius, 1887) Agatha & Str¸der-Kypke, 2012
149161;Schroederella;phytoplankton;Ochrophyta;J. Pavillard, 1913
615516;Sclerodinium calyptroglyphe;phytoplankton;Myzozoa;(Lebour) J.D.Dodge, 1981
134535;Scourfieldia;phy;Chlorophyta;G.S.West, 1912
375670;Scourfieldia caeca;phy;Chlorophyta;(Korschikov) J.H.Belcher & Swale, 1963
109545;Scrippsiella;phytoplankton;Myzozoa;Balech ex A.R.Loeblich III, 1965
1321853;Scrippsiella acuminata;phytoplankton;Myzozoa;(Ehrenberg) Kretschmann, Elbr‰chter, Zinssmeister, S.Soehner, Kirsch, Kusber & Gottschling, 2015
110167;Scrippsiella crystallina;phy;Myzozoa;J.Lewis, 1991
233775;Scrippsiella faeroensis;phy;Myzozoa;(O.W.Paulsen) Balech & Soares, 1966
110168;Scrippsiella lachrymosa;phy;Myzozoa;J.Lewis, 1991
110169;Scrippsiella minima;phy;Myzozoa;Gao & Dodge, 1991
110170;Scrippsiella rotundata;phy;Myzozoa;Lewis
110171;Scrippsiella trifida;phy;Myzozoa;J.Lewis, 1991
110172;Scrippsiella trochoidea;phy;Myzozoa;(F.Stein) A.R.Loeblich III, 1976
341582;Scrippsiella troichoidea;phytoplankton;Myzozoa;NA
625763;Scytonematopsis crustacea;cyano;Cyanobacteria;(Thuret ex Bornet & Flahault) Kov·lik & Kom·rek, 1988
145868;Scytosiphon dotyi;not;Ochrophyta;M.J.Wynne, 1969
145869;Scytosiphon lomentaria;not;Ochrophyta;(Lyngbye) Link, 1833
112704;Sigmoilopsis schlumbergeri;foram;Foraminifera;(Silvestri, 1904)
374120;Silvetia compressa;not;Ochrophyta;(J.Agardh) E.Serr„o, T.O.Cho, S.M.Boo & Brawley, 1999
109467;Sinophysis;phytoplankton;Myzozoa;Nie & C.Wang, 1944
663187;Sinophysis ebriola;phy;Myzozoa;(Herdman) Balech, 1956
232532;Sinophysis stenosoma;phy;Myzozoa;Hoppenrath, 2000
1027794;Sipholagena collata;foram;Foraminifera;(Hofker, 1966)
112392;Siphotextularia;foram;Foraminifera;Finlay, 1939
721459;Sitella;foram;Foraminifera;Voloshina, 1974
1030576;Sitella laevis;foram;Foraminifera;(Beissel, 1891)
149073;Skeletonema;phytoplankton;Ochrophyta;R.K. Greville, 1865
149074;Skeletonema costatum;phy;Ochrophyta;(Greville) Cleve, 1873
489112;Skeletonema dohrnii;phytoplankton;Ochrophyta;Sarno & Kooistra, 2005
376667;Skeletonema marinoi;phytoplankton;Ochrophyta;Sarno & Zingone, 2005
149075;Skeletonema subsalsum;phytoplankton;Ochrophyta;(Cleve-Euler) Bethge, 1928
924299;Sliteria varsoviensis;foram;Foraminifera;Gawor-Biedowa, 1992
146645;Snowella lacustris;cyano;Cyanobacteria;(Chodat) Kom·rek & Hind·k, 1988
118073;Solenicola setigera;phytoplankton;NA;Pavillard, 1916
145479;Sorapion kjellmanii;not;Ochrophyta;(Wille) Rosenvinge, 1898
145480;Sorapion simulans;not;Ochrophyta;Kuckuck, 1894
109502;Spatulodinium;phytoplankton;Myzozoa;J.Cachon & M.Cachon, 1976
109923;Spatulodinium pseudonoctiluca;phytoplankton;Myzozoa;(Pouchet) J.Cachon & M.Cachon, 1968
145008;Spermatochnus paradoxus;not;Ochrophyta;(Roth) K¸tzing, 1843
1380403;Speroidium fungiforme;phy;Myzozoa;(Anisimova) Moestrup & Calado, 2018
144272;Sphacelaria;not;Ochrophyta;Lyngbye, 1818
145892;Sphacelaria cirrosa;not;Ochrophyta;(Roth) C.Agardh, 1824
554938;Sphacelaria cirrosa var. fusca;not;Ochrophyta;Holmes & Batters
145893;Sphacelaria fusca;not;Ochrophyta;(Hudson) S.F.Gray, 1821
145895;Sphacelaria nana;not;Ochrophyta;N‰geli ex K¸tzing, 1855
145898;Sphacelaria plumula;not;Ochrophyta;Zanardini, 1864
494794;Sphacelaria radicans;not;Ochrophyta;(Dillwyn) C.Agardh, 1824
494802;Sphacelaria reticulata;not;Ochrophyta;Lyngbye, 1818
145902;Sphacelaria rigidula;not;Ochrophyta;K¸tzing, 1843
145903;Sphacelaria solitaria;not;Ochrophyta;(Pringsheim) Kylin, 1947
145904;Sphacelaria tribuloides;not;Ochrophyta;Meneghini, 1840
494808;Sphacella subtilissima;not;Ochrophyta;Reinke, 1890
624200;Sphaceloderma caespitulum;not;Ochrophyta;(Lyngbye) Draisma, Prud'homme & H.Kawai, 2010
624203;Sphacelorbus nanus;not;Ochrophyta;(Nageli ex K¸tzing) Draisma, Prud'homme & H.Kawai, 2010
992022;Sphaeroidina bulloides;foram;Foraminifera;d'Orbigny in Deshayes, 1828
144931;Sphaerotrichia divaricata;not;Ochrophyta;(C.Agardh) Kylin, 1940
113737;Spirillina vivipara;foram;Foraminifera;Ehrenberg, 1843
112046;Spiroloculina;foram;Foraminifera;d'Orbigny, 1826
112385;Spiroplectammina;foram;Foraminifera;Cushman, 1927
1030643;Spiroplectammina baudouiniana;foram;Foraminifera;(d'Orbigny, 1840)
101273;Spirostrombidium sauerbreyae;not;Ciliophora;(Kahl, 1932) Petz, Song & Wilbert, 1995
146541;Spirulina;cyano;Cyanobacteria;Turpin ex Gomont, 1892
660753;Spirulina subsalsa;cyano;Cyanobacteria;Oersted ex Gomont, 1892
144413;Spongomorpha aeruginosa;not;Chlorophyta;(Linnaeus) Hoek, 1963
147470;Spongomorpha arcta;not;Chlorophyta;(Dillwyn) K¸tzing, 1849
145459;Spongonema tomentosum;not;Ochrophyta;(Hudson) K¸tzing, 1849
145915;Sporochnus pedunculatus;not;Ochrophyta;(Hudson) C.Agardh, 1817
428524;Spumella;phy;Ochrophyta;Cienkowsky, 1870
149077;Stauroneis;phytoplankton;Ochrophyta;C.G. Ehrenberg, 1843
149316;Stauroneis membranacea;phytoplankton;Ochrophyta;(Cleve) Hustedt, 1959
149653;Stellarima stellaris;phytoplankton;Ochrophyta;(Roper) G.R.Hasle & P.A.Sims, 1986
178825;Stenosemella;not;Ciliophora;Jˆrgensen
915844;Stensioeina pommerana;foram;Foraminifera;Brotzen, 1936
149079;Stephanodiscus;phytoplankton;Ochrophyta;C.G. Ehrenberg, 1845
149630;Stephanopyxis;phytoplankton;Ochrophyta;(C.G. Ehrenberg) C.G. Ehrenberg, 1845
231888;Stephanopyxis palmeriana;phy;Ochrophyta;(Greville) Grunow, 1884
149631;Stephanopyxis turris;phytoplankton;Ochrophyta;(Greville) Ralfs, 1861
144193;Stichococcus;phy;Chlorophyta;N‰geli, 1849
145352;Stictyosiphon adriaticus;not;Ochrophyta;K¸tzing, 1843
145353;Stictyosiphon griffithsianus;not;Ochrophyta;(Le Jolis) Holmes & Batters, 1890
145354;Stictyosiphon soriferus;not;Ochrophyta;(Reinke) Rosenvinge, 1935
232082;Stictyosiphon subarticulatus;not;Ochrophyta;(Areschoug) Hauck, 1884
145355;Stictyosiphon tortilis;not;Ochrophyta;(Gobi) Reinke, 1889
146283;Stilophora nodulosa;not;Ochrophyta;(C.Agardh) P.C.Silva, 1996
145009;Stilophora tenella;not;Ochrophyta;(Esper) P.C.Silva, 1996
145010;Stilopsis lejolisii;not;Ochrophyta;(Thuret) Kuckuck & Nienburg ex G.Hamel, 1937
145002;Stragularia clavata;not;Ochrophyta;(Harvey) Hamel, 1939
145003;Stragularia spongiocarpa;not;Ochrophyta;(Batters) Hamel, 1939
503478;Streblonema areschougii;not;Ochrophyta;Batters
145460;Streblonema breve;not;Ochrophyta;(Sauvageau) De Toni, 1895
145463;Streblonema fasciculatum;not;Ochrophyta;Thuret, 1863
146300;Streblonema helophorum;not;Ochrophyta;(Rosenvinge) Batters, 1902
145466;Streblonema intestinum;not;Ochrophyta;(Reinsch) Batters, 1892
145468;Streblonema parasiticum;not;Ochrophyta;(Sauvageau) De Toni, 1895
547691;Streblonema simplex;not;Ochrophyta;(Crouan & Crouan) Holmes & Batters
145469;Streblonema sphaericum;not;Ochrophyta;(DerbËs & Solier) Thuret, 1863
145474;Streblonema zanardinii;not;Ochrophyta;(P.L.Crouan & H.M.Crouan) De Toni, 1895
144932;Strepsithalia buffhamiana;not;Ochrophyta;(Batters) Batters, 1902
548021;Striaria attenuata;not;Ochrophyta;(Greville) Greville, 1828
149176;Striatella;phytoplankton;Ochrophyta;C.A. Agardh, 1832
715361;Strictocostella pseudoscripta;foram;Foraminifera;(Cushman, 1937)
101185;Strobilidium;phy;Ciliophora;Schewiakoff, 1892
144882;Stromatella papillosa;not;Chlorophyta;(P.J.L.Dangeard) Kornmann & Sahling, 1985
101198;Strombidinopsis;phy;Ciliophora;Kent, 1881
101195;Strombidium;phy;Ciliophora;ClaparËde & Lachmann, 1859
101279;Strombidium bilobum;phy;Ciliophora;Lynn & Gilron, 1993
595215;Strombidium chlorophilum;phy;Ciliophora;Montagnes, Lynn, Stoecker & Small, 1988
101289;Strombidium conicum;phy;Ciliophora;(Lohmann, 1908) Wulff, 1919
427725;Strombidium cornucopiae;phy;Ciliophora;(Wailes, 1929) Kahl, 1932
732820;Strombidium emergens;phy;Ciliophora;(Leegaard, 1915) Busch, 1921
101325;Strombidium reticulatum;phy;Ciliophora;(Leegaard, 1915) Busch, 1921
101335;Strombidium sulcatum;phy;Ciliophora;ClaparËde & Lachmann, 1859
101342;Strombidium vestitum;phy;Ciliophora;(Leegaard, 1915) Kahl, 1932
145907;Stypocaulon scoparium;not;Ochrophyta;(Linnaeus) K¸tzing, 1843
345526;Subsilicea fragilarioides;phytoplankton;Ochrophyta;von Stosch & Reimann, 1970
149084;Surirella;phytoplankton;Ochrophyta;P.J.F. Turpin, 1828
985443;Surirella gemma f. gemma;phy;Ochrophyta;Ehrenberg, 1840
759756;Svenia laevigata;foram;Foraminifera;(Nilsson, 1826)
1318788;Swiecickina clavatus;foram;Foraminifera;(Plotnikova, 1967)
144897;Sykidion dyeri;not;Chlorophyta;E.P.Wright, 1881
110283;Syltodinium listii;phy;Myzozoa;G.Drebes
145870;Symphyocarpus strangulans;not;Ochrophyta;Rosenvinge, 1893
144883;Syncoryne reinkei;not;Chlorophyta;R.Nielsen & P.M.Pedersen, 1977
163042;Syndendrium diadema;phytoplankton;Ochrophyta;Ehrenberg, 1854
160572;Synechococcus;cyano;Cyanobacteria;N‰geli, 1849
177482;Synechocystis;cyano;Cyanobacteria;Sauvageau, 1892
149186;Synedra;phytoplankton;Ochrophyta;C.G. Ehrenberg, 1830
985570;Synedra nitzschioides f. nitzschioides;phy;Ochrophyta;Grunow, 1862
341536;Synedropsis hyperboreoides;phytoplankton;Ochrophyta;G.R.Hasle, L.K.Medlin & E.E.Syvertsen, 1994
178594;Synura;phy;Ochrophyta;Ehrenberg, 1834
178595;Synura uvella;phy;Ochrophyta;Ehrenberg, 1834
236039;Syracosphaera molischii;phytoplankton;Haptophyta;J.Schiller, 1925
235979;Syracosphaera pulchra;phytoplankton;Haptophyta;Lohmann, 1902
573401;Syracosphaera rotula;phytoplankton;Haptophyta;Okada & McIntyre, 1977
149333;Tabellaria;phytoplankton;Ochrophyta;C.G. Ehrenberg ex F.T. K¸tzing, 1844
157059;Tabularia;phytoplankton;Ochrophyta;(F.T. Kutzing) D.M. Williams & F.E. Round, 1986
157061;Tabularia fasciculata;phy;Ochrophyta;(C.Agardh) D.M.Williams & Round, 1986
619839;Takayama acrotrocha;phy;Myzozoa;(J.Larsen) Salas, Bolch & Hallegraeff, 2003
145393;Taonia atomaria;not;Ochrophyta;(Woodward) J.Agardh, 1848
922331;Telatynella telatynensis;foram;Foraminifera;Gawor-Biedowa, 1987
106285;Teleaulax;phytoplankton;Cryptophyta;Hill, 1991
106305;Teleaulax acuta;phytoplankton;Cryptophyta;(Butcher) D.R.A.Hill, 1991
106306;Teleaulax amphioxeia;phytoplankton;Cryptophyta;(W.Conrad) D.R.A.Hill, 1992
144884;Tellamia contorta;not;Chlorophyta;Batters, 1895
118028;Telonema;phy;Cryptophyta;Griessmann, 1913
118074;Telonema antarctica;phytoplankton;Cryptophyta;Thomsen ex Klaveness, Shalchian-Tabrizi, Thomsen, Eikrem & Jakobsen, 2005
118075;Telonema subtile;phytoplankton;Cryptophyta;Greissmann, 1913
838757;Testudodinium testudo;phy;Myzozoa;(Herdman) Horiguchi, Tamura, Katsumata & A.Yamaguchi, 2012
113908;Testulosiphon indivisus;foram;Foraminifera;(Brady, 1884)
178949;TetraÎdron;phy;Chlorophyta;K¸tzing, 1845
134526;Tetraselmis;phytoplankton;Chlorophyta;F.Stein, 1878
248171;Tetraselmis cordiformis;phytoplankton;Chlorophyta;(H.J.Carter) F.Stein, 1878
376158;Tetraselmis marina;phy;Chlorophyta;(Cienkowski) R.E.Norris, Hori & Chihara, 1980
162934;Tetrastrum;phy;Chlorophyta;Chodat, 1895
610934;Tetrastrum staurogeniiforme;phy;Chlorophyta;(Schrˆder) Lemmermann, 1900
112394;Textularia;foram;Foraminifera;Defrance, 1824
114264;Textularia agglutinans;foram;Foraminifera;d'Orbigny, 1839
114285;Textularia sagittula;foram;Foraminifera;Defrance, 1824
149092;Thalassionema;phytoplankton;Ochrophyta;A. Grunow ex C. Mereschkowsky, 1902
148912;Thalassiosira;phytoplankton;Ochrophyta;P.T. Cleve, 1873 emend. Hasle, 1973
345529;Thalassiosira aestivalis;phytoplankton;Ochrophyta;Gran, 1931
149099;Thalassiosira antarctica;phytoplankton;Ochrophyta;Comber, 1896
156690;Thalassiosira baltica;phytoplankton;Ochrophyta;(Grunow) Ostenfeld, 1901
979039;Thalassiosira baltica var. batava;phy;Ochrophyta;Van Goor, 1920
232093;Thalassiosira bioculata;phytoplankton;Ochrophyta;(Grunow) Ostenfeld, 1903
567118;Thalassiosira bulbosa;phytoplankton;Ochrophyta;Syvertsen in Syvertsen & Hasle, 1984
345530;Thalassiosira concaviuscula;phytoplankton;Ochrophyta;I.V.Makarova, 1978
549221;Thalassiosira conferta;phytoplankton;Ochrophyta;Hasle, 1977
345532;Thalassiosira curviseriata;phy;Ochrophyta;Takano, 1981
148919;Thalassiosira decipiens;phy;Ochrophyta;(Grunow) E.G.J¯rgensen, 1905
555264;Thalassiosira delicatula;phytoplankton;Ochrophyta;Ostenfeld, 1908
345534;Thalassiosira diporocyclus;phy;Ochrophyta;Hasle, 1972
148922;Thalassiosira eccentrica;phy;Ochrophyta;(Ehrenberg) Cleve, 1904
149160;Thalassiosira fallax;phytoplankton;Ochrophyta;Meunier, 1910
149102;Thalassiosira gravida;phytoplankton;Ochrophyta;Cleve, 1896
163487;Thalassiosira guillardii;phy;Ochrophyta;Hasle, 1978
148923;Thalassiosira hendeyi;phytoplankton;Ochrophyta;Hasle & G.Fryxell, 1977
149100;Thalassiosira hyalina;phytoplankton;Ochrophyta;(Grunow) Gran, 1897
495332;Thalassiosira kushirensis;phytoplankton;Ochrophyta;Takano, 1985
149103;Thalassiosira leptopus;phy;Ochrophyta;(Grunow ex Van Heurck) Hasle & G.Fryxell, 1977
149308;Thalassiosira levanderi;phytoplankton;Ochrophyta;van Goor, 1924
593823;Thalassiosira mendiolana;phytoplankton;Ochrophyta;Hasle & Heimdal, 1970
148925;Thalassiosira minima;phytoplankton;Ochrophyta;Gaarder, 1951
555293;Thalassiosira minuscula;phytoplankton;Ochrophyta;Krasske, 1941
148931;Thalassiosira nordenskioeldii;phytoplankton;Ochrophyta;Cleve, 1873
345549;Thalassiosira oceanica;phy;Ochrophyta;Hasle, 1983
148932;Thalassiosira pacifica;phy;Ochrophyta;Gran & Angst, 1931
341519;Thalassiosira partheneia;phy;Ochrophyta;Schrader, 1972
148933;Thalassiosira proschkinae;phy;Ochrophyta;Makarova, 1979
148934;Thalassiosira pseudonana;phytoplankton;Ochrophyta;Hasle & Heimdal, 1970
148942;Thalassiosira rotula;phytoplankton;Ochrophyta;Meunier, 1910
149101;Thalassiosira subtilis;phytoplankton;Ochrophyta;(Ostenfeld) Gran, 1900
231889;Thalassiosira tealata;phy;Ochrophyta;Takano, 1980
345550;Thalassiosira tenera;phytoplankton;Ochrophyta;Proschkina-Lavrenko, 1961
495188;Thalassiosira visurgis;phy;Ochrophyta;Hustedt, 1957
157081;Thalassiothrix;phytoplankton;Ochrophyta;P.T. Cleve & A. Grunow, 1880
502171;Thalassiothrix delicatula;phytoplankton;Ochrophyta;Cupp, 1943
573660;Thalassiothrix elongata;phytoplankton;Ochrophyta;Grunow, 1880
157083;Thalassiothrix longissima;phytoplankton;Ochrophyta;Cleve & Grunow, 1880
573665;Thalassiothrix pseudonitzschioides;phytoplankton;Ochrophyta;G.Schuette & H.Schrader, 1982
615494;Thallochrysis litoralis;not;Ochrophyta;Anand, 1937
137288;Thaumatomastix;phy;Ochrophyta;Lauterborn, 1899
593694;Thaumatomastix setifera;phy;Ochrophyta;(Lauterborn) Lemmermann, 1908
602809;Thaurilens;phy;Myzozoa;Pavillard, 1917
618564;Thaurilens denticulata;phy;Myzozoa;Pavillard, 1917
109557;Thecadinium;phytoplankton;Myzozoa;Kofoid & Skogsberg, 1928
233865;Thecadinium inclinatum;phy;Myzozoa;Balech, 1956
110273;Thecadinium kofoidii;phytoplankton;Myzozoa;(Herdman) J.Schiller, 1931
376565;Thecadinium yashimaense;phytoplankton;Myzozoa;S.Yoshimatsu, S.Toriumi & J.D.Dodge, 2004
109558;Thoracosphaera;phytoplankton;Myzozoa;Kamptner, 1927
110277;Thoracosphaera heimii;phy;Myzozoa;(Lohmann) Kamptner, 1944
247913;Tiarina;not;Ciliophora;Berg, 1881
247943;Tiarina fusus;not;Ciliophora;Bergh, 1881
145919;Tilopteris mertensii;not;Ochrophyta;(Turner) K¸tzing, 1849
247915;Tintinnidium;not;Ciliophora;Kent, 1881
247944;Tintinnidium mucicola;not;Ciliophora;(ClaparËde & Lachmann, 1858) Daday, 1887
163780;Tintinnopsis;not;Ciliophora;Stein, 1867
163782;Tintinnopsis beroidea;not;Ciliophora;Stein, 1867
163913;Tintinnopsis campanula;not;Ciliophora;Ehrenberg, 1840
417146;Tintinnopsis cylindrata;not;Ciliophora;Kofoid & Campbell, 1892
345439;Tintinnopsis cylindrica;not;Ciliophora;Daday, 1887
163919;Tintinnopsis lobiancoi;not;Ciliophora;Daday, 1887
427420;Tintinnopsis magna;not;Ciliophora;Merkle, 1909
232076;Tintinnopsis minuta;not;Ciliophora;Wailes, 1925
163804;Tintinnopsis nana;not;Ciliophora;Lohmann, 1908
232077;Tintinnopsis nucula;not;Ciliophora;(Fol, 1884)
427430;Tintinnopsis rapa;not;Ciliophora;Meunier, 1910
427436;Tintinnopsis turbo;not;Ciliophora;Meunier, 1919
555294;Togula britannica;phy;Myzozoa;(Herdman) Fl¯ J¯rgensen, Shauna Murray & Daugbjerg, 2004
101196;Tontonia;not;Ciliophora;FaurÈ-Fremiet, 1914
427744;Tontonia ovalis;not;Ciliophora;(Leegaard, 1915) Laval-Peuto & Rassoulzadegan, 1987
109479;Torodinium;phytoplankton;Myzozoa;Kofoid & Swezy, 1921
109889;Torodinium robustum;phy;Myzozoa;Kofoid & Swezy, 1921
109890;Torodinium teredo;phy;Myzozoa;(Pouchet) Kofoid & Swezy, 1921
149512;Toxonidea;phytoplankton;Ochrophyta;A.S. Donkin, 1858
232087;Toxonidea gregoriana;phytoplankton;Ochrophyta;Donkin, 1858
149513;Toxonidea insignis;phytoplankton;Ochrophyta;Donkin, 1858
163247;Trachelomonas;phy;Euglenozoa;Ehrenberg, 1834
601010;Trachydiscus;phy;Ochrophyta;Ettl, 1964
149146;Trachyneis;phytoplankton;Ochrophyta;P.T. Cleve, 1894
149147;Trachyneis aspera;phy;Ochrophyta;(Ehrenberg) Cleve, 1894
576713;Treubaria;phy;Chlorophyta;C.Bernard, 1908
196828;Triadinium polyedricum;phytoplankton;Myzozoa;(Pouchet) Dodge, 1981
149154;Triceratium;phytoplankton;Ochrophyta;C.G. Ehrenberg, 1839
985653;Triceratium alternans f. alternans;phy;Ochrophyta;J.W. Bailey, 1851
